State,"##","Null","Integer","String","Boolean","Floating","Character","Comment","Macro","WhiteSpace","EndLine","{","}","[","]","(",")","+","-","*","/","%","++","--","==","!=",">","<",">=","<=","&&","||","!","&","|","~","^","<<",">>","=","+=","-=","*=","/=","%=","<<=",">>=","&=","|=","^=",",",";","auto","break","case","char","const","continue","default","do","double","else","enum","extern","float","for","goto","if","int","long","register","return","short","signed","sizeof","static","struct","switch","typedef","union","unsigned","void","volatile","while","Identifier","Word","emptypro","A","P","M","N","add_expression","argument_list","assign_sentence","declare","declare_list","expression","factor","function_declare","if_sentence","inner_declare","inner_var_declare","item","param","parameter","parameter_list","return_sentence","sentence","sentence_block","sentence_list","var_declare","while_sentence"
115,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r44","r44","*","*","*","*","*","r44","r44","r44","r44","r44","r44","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r44","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
116,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r40","r40","r40","r40","r40","r40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
117,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r41","r41","r41","r41","r41","r41","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r41","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
118,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s158","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
119,"*","*","*","*","*","*","*","*","*","*","*","*","r24","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r24","*","*","*","r24","*","*","*","*","*","*","*","*","*","*","*","r24","r24","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
120,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r46","r46","r46","r46","r46","*","*","*","r46","r46","r46","r46","r46","r46","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
121,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s159","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
122,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r45","r45","r45","r45","r45","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
123,"*","*","s58","*","*","*","*","*","*","*","*","*","*","*","*","s59","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s60","*","*","*","*","*","*",61,"*","*","*","*",160,63,"*","*","*","*",64,"*","*","*","*","*","*","*","*","*"
124,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s161","r48","r48","r48","r48","r48","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
125,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r35","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
126,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r42","r42","r42","s162","s163","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
127,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r39","s164","s165","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
128,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r38","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
129,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r33","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
130,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r34","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
131,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r36","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
132,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r37","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
133,"*","*","*","*","*","*","*","*","*","*","*","s166","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",167,"*","*","*"
134,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r43","r43","r43","*","*","*","*","*","r43","r43","r43","r43","r43","r43","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
135,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r44","r44","r44","*","*","*","*","*","r44","r44","r44","r44","r44","r44","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
136,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r40","*","*","*","*","*","*","*","r40","r40","r40","r40","r40","r40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
137,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r41","*","*","*","*","*","*","*","r41","r41","r41","r41","r41","r41","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
138,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s168","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
139,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","r49","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*",98,169,"*","*","*",100,101,"*","*","*","*",102,"*","*","*","*","*","*","*","*","*"
140,"*","*","s170","*","*","*","*","*","*","*","*","*","*","*","*","s171","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s172","*","*","*","*","*","*",173,"*","*","*","*","*",174,"*","*","*","*",175,"*","*","*","*","*","*","*","*","*"
141,"*","*","s170","*","*","*","*","*","*","*","*","*","*","*","*","s171","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s172","*","*","*","*","*","*",176,"*","*","*","*","*",174,"*","*","*","*",175,"*","*","*","*","*","*","*","*","*"
142,"*","*","s170","*","*","*","*","*","*","*","*","*","*","*","*","s171","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s172","*","*","*","*","*","*",177,"*","*","*","*","*",174,"*","*","*","*",175,"*","*","*","*","*","*","*","*","*"
143,"*","*","s170","*","*","*","*","*","*","*","*","*","*","*","*","s171","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s172","*","*","*","*","*","*",178,"*","*","*","*","*",174,"*","*","*","*",175,"*","*","*","*","*","*","*","*","*"
144,"*","*","s170","*","*","*","*","*","*","*","*","*","*","*","*","s171","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s172","*","*","*","*","*","*",179,"*","*","*","*","*",174,"*","*","*","*",175,"*","*","*","*","*","*","*","*","*"
145,"*","*","s170","*","*","*","*","*","*","*","*","*","*","*","*","s171","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s172","*","*","*","*","*","*",180,"*","*","*","*","*",174,"*","*","*","*",175,"*","*","*","*","*","*","*","*","*"
146,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r47","r47","r47","r47","*","*","*","r47","r47","r47","r47","r47","r47","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r47","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
147,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","r49","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*",98,181,"*","*","*",100,101,"*","*","*","*",102,"*","*","*","*","*","*","*","*","*"
148,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*","*","*","*","*","*","*",101,"*","*","*","*",182,"*","*","*","*","*","*","*","*","*"
149,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*","*","*","*","*","*","*",101,"*","*","*","*",183,"*","*","*","*","*","*","*","*","*"
150,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*",184,"*","*","*","*","*",101,"*","*","*","*",102,"*","*","*","*","*","*","*","*","*"
151,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*",185,"*","*","*","*","*",101,"*","*","*","*",102,"*","*","*","*","*","*","*","*","*"
152,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s186","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
153,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","r49","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*",98,187,"*","*","*",100,101,"*","*","*","*",102,"*","*","*","*","*","*","*","*","*"
154,"*","*","s103","*","*","*","*","*","*","*","*","*","*","*","*","s104","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s105","*","*","*","*","*","*","*","*","*","*","*","*",107,"*","*","*","*",188,"*","*","*","*","*","*","*","*","*"
155,"*","*","s103","*","*","*","*","*","*","*","*","*","*","*","*","s104","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s105","*","*","*","*","*","*","*","*","*","*","*","*",107,"*","*","*","*",189,"*","*","*","*","*","*","*","*","*"
156,"*","*","s103","*","*","*","*","*","*","*","*","*","*","*","*","s104","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s105","*","*","*","*","*","*",190,"*","*","*","*","*",107,"*","*","*","*",108,"*","*","*","*","*","*","*","*","*"
157,"*","*","s103","*","*","*","*","*","*","*","*","*","*","*","*","s104","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s105","*","*","*","*","*","*",191,"*","*","*","*","*",107,"*","*","*","*",108,"*","*","*","*","*","*","*","*","*"
158,"*","*","*","*","*","*","*","*","*","*","*","r6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",192,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
159,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r47","r47","r47","r47","r47","*","*","*","r47","r47","r47","r47","r47","r47","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
160,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s193","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
161,"*","*","s95","*","*","*","*","*","*","*","*","*","*","*","*","s96","r49","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s97","*","*","*","*","*","*",98,194,"*","*","*",100,101,"*","*","*","*",102,"*","*","*","*","*","*","*","*","*"
162,"*","*","s122","*","*","*","*","*","*","*","*","*","*","*","*","s123","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s124","*","*","*","*","*","*","*","*","*","*","*","*",126,"*","*","*","*",195,"*","*","*","*","*","*","*","*","*"
163,"*","*","s122","*","*","*","*","*","*","*","*","*","*","*","*","s123","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s124","*","*","*","*","*","*","*","*","*","*","*","*",126,"*","*","*","*",196,"*","*","*","*","*","*","*","*","*"
164,"*","*","s122","*","*","*","*","*","*","*","*","*","*","*","*","s123","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s124","*","*","*","*","*","*",197,"*","*","*","*","*",126,"*","*","*","*",127,"*","*","*","*","*","*","*","*","*"
165,"*","*","s122","*","*","*","*","*","*","*","*","*","*","*","*","s123","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s124","*","*","*","*","*","*",198,"*","*","*","*","*",126,"*","*","*","*",127,"*","*","*","*","*","*","*","*","*"
166,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r15","s29","*","*","r15","*","*","*","*","*","*","*","*","*","*","*","r15","r15","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",199,31,"*","*","*","*","*","*","*","*","*","*"
167,"*","*","*","*","*","*","*","*","*","*","*","*","r28","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r30","*","*","*","*","*","r28","*","*","*","r28","*","*","*","*","*","*","*","*","*","*","*","r28","r28","*","*","*","*","*",200,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
168,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r46","r46","r46","r46","r46","*","*","*","r46","r46","r46","r46","r46","r46","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r46","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
169,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s201","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
170,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r45","r45","r45","r45","r45","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r45","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
171,"*","*","s58","*","*","*","*","*","*","*","*","*","*","*","*","s59","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s60","*","*","*","*","*","*",61,"*","*","*","*",202,63,"*","*","*","*",64,"*","*","*","*","*","*","*","*","*"
172,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","s203","r48","r48","r48","r48","r48","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","r48","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
